index,epoch,PSNR
1,10,19.55469165740676
2,10,20.987147432697572
3,10,20.802284475243273
4,10,21.851203070979523
5,10,22.277786561386495
6,10,22.390523390183233
7,10,22.423011060395513
8,10,22.472129839076462
9,10,22.60503679086297
10,10,22.612644815523527
